1820,Boot,Baggaley,36723 Graceland Crossing,Washington,District of Columbia
1821,Arch,Forrest,75 Raven Parkway,Boca Raton,Florida
1822,Kevin,Opdenort,738 Eagle Crest Plaza,Jacksonville,Florida
1823,Christa,Judd,47 Jackson Pass,Gadsden,Alabama
1824,Darsie,Cleef,84999 Crescent Oaks Plaza,Akron,Ohio
1825,Elie,Siege,47 Moland Drive,Anchorage,Alaska
1826,Luella,McMurthy,3427 Warbler Hill,Buffalo,New York
1827,Prinz,Dilger,8 Melrose Crossing,Minneapolis,Minnesota
1828,Alisha,Barnsdall,6 Corscot Crossing,Carol Stream,Illinois
1829,Lanny,Mountstephen,41930 Eliot Pass,Peoria,Illinois
1830,Hedvige,Vannuccini,9509 Forest Dale Point,Van Nuys,California
1831,Joelly,Bayle,899 Harbort Circle,Des Moines,Iowa
1832,Kaela,Gush,3413 Northridge Road,Albuquerque,New Mexico
1833,Baldwin,Proudley,16239 Green Ridge Lane,San Jose,California
1834,Verina,Fellibrand,1658 Spohn Pass,Killeen,Texas
1835,Renie,Glasbey,98 Prentice Drive,Atlanta,Georgia
1836,Biron,Jollands,680 Florence Terrace,Springfield,Massachusetts
1837,Willdon,Mc Menamin,74 Redwing Parkway,Hot Springs National Park,Arkansas
1838,Washington,Olyunin,89488 Brentwood Drive,Houston,Texas
1839,Darell,Sindle,2 Red Cloud Park,Knoxville,Tennessee
1840,Henri,Cantrill,48531 Esker Pass,Mesa,Arizona
1841,Cull,Emons,73 Graedel Junction,Stockton,California
1842,Onofredo,Tinniswood,07926 Heffernan Court,Dallas,Texas
1843,Dyann,Lowry,00 Lillian Plaza,El Paso,Texas
1844,Sherrie,Dogg,24 Westerfield Trail,Albuquerque,New Mexico
1845,Johannah,Sommers,245 Esker Junction,Wichita,Kansas
1846,Karylin,Capponer,02965 Atwood Terrace,Fort Lauderdale,Florida
1847,Clarette,Bedingfield,3022 Harbort Hill,Akron,Ohio
1848,Karoly,Kolakowski,3377 Summit Center,Charlotte,North Carolina
1849,Ethan,Briggs,3 Canary Way,Syracuse,New York
1850,Ilka,Befroy,62359 Red Cloud Park,Washington,District of Columbia
1851,Merlina,Meaddowcroft,253 Killdeer Pass,Gary,Indiana
1852,Edik,Bradborne,237 Butterfield Parkway,Charleston,South Carolina
1853,Ase,Enos,13297 Sugar Hill,Omaha,Nebraska
1854,Hadlee,Dunster,63 Fisk Pass,San Antonio,Texas
1855,Armstrong,Heintze,91 Waywood Place,El Paso,Texas
1856,Shurlock,Akaster,68553 Colorado Point,Memphis,Tennessee
1857,Joye,Blakeley,704 Jana Place,Omaha,Nebraska
1858,Madelyn,Hawkes,3 Cherokee Circle,San Francisco,California
1859,Kayne,Trower,44297 Grim Parkway,Corpus Christi,Texas
1860,Hillyer,Dowse,3539 Glacier Hill Terrace,Santa Barbara,California
1861,Ralph,Faltin,789 Cottonwood Terrace,Flushing,New York
1862,Bernelle,Stanworth,52 Hoepker Way,Charlotte,North Carolina
1863,Loleta,Malter,0 Hallows Trail,Tucson,Arizona
1864,Lu,Dallaghan,50769 Stang Road,Winston Salem,North Carolina
1865,Elnore,Grishanin,55937 Schmedeman Way,San Jose,California
1866,Etheline,Duesbury,2 Susan Terrace,South Bend,Indiana
1867,Borden,Murgatroyd,97081 Merry Terrace,Ogden,Utah
1868,Claudianus,Jesty,43 Evergreen Park,Iowa City,Iowa
1869,Guinevere,Gadsden,7554 Northridge Circle,Los Angeles,California
1870,Veronika,Tee,904 Schmedeman Plaza,Saint Louis,Missouri
1871,Rickey,Itzkovici,2793 Mayfield Center,Miami,Florida
1872,Thomas,d'Escoffier,446 Boyd Park,Beaverton,Oregon
1873,Tedd,Docket,63 Independence Road,El Paso,Texas
1874,Agnesse,Begg,8042 Southridge Park,Fayetteville,North Carolina
1875,Gardener,Jarrard,59 Charing Cross Plaza,Durham,North Carolina
1876,Issie,Carayol,12821 Chive Junction,Ann Arbor,Michigan
1877,Ethelin,Deackes,517 Westerfield Plaza,Kansas City,Missouri
1878,Catrina,Ivanin,913 Ohio Crossing,Miami,Florida
1879,Stacee,Peidro,9 Gina Way,San Francisco,California
1880,Addie,Beresford,9458 Continental Circle,Crawfordsville,Indiana
1881,Umberto,Pregel,59 Dixon Way,Columbus,Ohio
1882,Nap,Kener,90 Center Pass,Gainesville,Florida
1883,Nona,Fantonetti,486 5th Trail,Houston,Texas
1884,Elane,Tutchings,5 Birchwood Alley,Akron,Ohio
1885,Gavra,Nelthropp,04 Eggendart Lane,Washington,District of Columbia
1886,Godart,Zealander,40 Katie Alley,Huntington,West Virginia
1887,Kary,McConnulty,40 Hoffman Lane,Miami,Florida
1888,Nicolette,Elgar,4059 Arkansas Lane,Camden,New Jersey
1889,Mehetabel,Pocklington,342 Randy Crossing,Erie,Pennsylvania
1890,Caresse,Suatt,7048 Sundown Center,Wichita,Kansas
1891,Cesare,Ough,8 Manley Plaza,Salt Lake City,Utah
1892,Eustace,Shemilt,5920 Del Mar Way,Washington,District of Columbia
1893,Pandora,Charity,632 Esch Circle,Amarillo,Texas
1894,Roxanna,Romney,120 Northfield Street,Atlanta,Georgia
1895,Jori,Tattoo,953 Esch Center,Wichita Falls,Texas
1896,Adena,Langan,1 Brown Circle,Nashville,Tennessee
1897,Regan,Marmion,0 Rieder Point,Washington,District of Columbia
1898,Perry,Dunphie,00862 Bartelt Way,San Bernardino,California
1899,Meriel,Tessington,95 Grasskamp Circle,Seattle,Washington
1900,Trenna,Gilhespy,88 Kingsford Center,Baltimore,Maryland
1901,Kinnie,Doerr,4 Orin Way,Dallas,Texas
1902,Jojo,Wrigley,9336 Rusk Point,Iowa City,Iowa
1903,Jayme,Rottenbury,6522 Del Mar Circle,Memphis,Tennessee
1904,Lind,Hegges,576 Loftsgordon Lane,Wichita,Kansas
1905,Chere,Ollerearnshaw,05092 Merchant Place,Albany,New York
1906,Philippa,Carss,130 Logan Junction,Marietta,Georgia
1907,Heall,Hansom,5058 Vernon Place,Toledo,Ohio
1908,Nina,Precious,974 Division Pass,Midland,Texas
1909,Estell,Mutter,8 Amoth Alley,Colorado Springs,Colorado
1910,Zelig,Griffithe,6907 Petterle Lane,Oklahoma City,Oklahoma
1911,Donal,Pellamont,16 Dawn Junction,Detroit,Michigan
1912,Nancee,Boncore,429 Ilene Parkway,Cheyenne,Wyoming
1913,Inness,Nowill,65042 Johnson Alley,Berkeley,California
1914,Timothy,Geill,0 Macpherson Alley,Terre Haute,Indiana
1915,Keven,Robroe,932 Longview Pass,Inglewood,California
1916,Gunar,Risebarer,12985 Steensland Park,Denver,Colorado
1917,Constanta,Wagg,02222 Welch Court,Whittier,California
1918,Mariele,Georgot,1341 Surrey Terrace,El Paso,Texas
1919,Clayton,Robertacci,8858 Kensington Junction,Los Angeles,California
1920,Nelia,Chape,121 Monterey Place,Tulsa,Oklahoma
1921,Elvin,MacNulty,260 Haas Parkway,Savannah,Georgia
1922,Randell,Golsby,51772 Pierstorff Drive,Knoxville,Tennessee
1923,Elsie,Ridley,9278 Hoffman Court,Fairfax,Virginia
1924,Timothy,Stickels,5246 Canary Drive,Tallahassee,Florida
1925,Salvidor,Haskey,96105 Nevada Center,Paterson,New Jersey
1926,Lauryn,Alsobrook,3990 Armistice Park,Sterling,Virginia
1927,Meier,Colbourn,9514 Morrow Drive,Chicago,Illinois
1928,Devland,Miche,2 Carioca Crossing,Charleston,South Carolina
1929,Cristin,Warstall,2168 Bluejay Terrace,Raleigh,North Carolina
1930,Jilli,Coathup,428 Pine View Road,Grand Rapids,Michigan
1931,Alexis,Vaines,0 Rigney Plaza,Springfield,Missouri
1932,Jerri,Renwick,7945 Express Lane,Alexandria,Virginia
1933,Jerry,Tiptaft,64483 Grim Way,Baltimore,Maryland
1934,Rurik,O'Neary,6928 Cascade Trail,Austin,Texas
1935,Tracee,Tomblin,95 Lukken Park,Birmingham,Alabama
1936,Annabelle,Stoakes,82 Moose Street,Shawnee Mission,Kansas
1937,Breanne,Haskins,44784 Fallview Place,Fresno,California
1938,Gerri,Hutchens,85 Maryland Park,Madison,Wisconsin
1939,Devi,Mugleston,78063 Village Junction,San Francisco,California
1940,Poul,Blayd,34 Cody Plaza,Danbury,Connecticut
1941,Rana,Twinborough,05 Reinke Point,Nashville,Tennessee
1942,Cos,Ellerton,35 Victoria Park,Brooksville,Florida
1943,Emelita,Andrejevic,12700 Moulton Street,Charlotte,North Carolina
1944,Althea,Chrishop,4 Blaine Trail,Boise,Idaho
1945,Burl,Crucetti,37773 Sachs Plaza,Ann Arbor,Michigan
1946,Madelin,Branca,7933 Katie Trail,Boston,Massachusetts
1947,Kizzee,Naptin,9 Dottie Point,Detroit,Michigan
1948,Deidre,Gerritsma,28635 Meadow Valley Junction,Rochester,Minnesota
1949,Leo,Geerits,9 Ruskin Point,Phoenix,Arizona
1950,Cristian,Escoffrey,8 Blue Bill Park Circle,Irvine,California
1951,Kriste,Kliemann,6 Forest Run Parkway,Warren,Ohio
1952,Raff,Wellbelove,0787 Glacier Hill Circle,Pompano Beach,Florida
1953,Tiffi,Camden,084 Village Way,Des Moines,Iowa
1954,Madelin,Rhucroft,2 Briar Crest Alley,Ashburn,Virginia
1955,Oren,Flegg,95 Butterfield Hill,Fresno,California
1956,Angil,Stainton - Skinn,375 Bultman Terrace,Charleston,West Virginia
1957,Seline,Fakes,5 Clemons Hill,Atlanta,Georgia
1958,Broddie,Mingardi,66 Memorial Road,Helena,Montana
1959,Gav,Rickertsen,73 Northfield Park,Tulsa,Oklahoma
1960,Cindelyn,Lemasney,0 Grover Crossing,New Haven,Connecticut
1961,Cheslie,Le Friec,7 Vernon Pass,Huntington Beach,California
1962,Jelene,Walkden,78706 Dapin Point,Corpus Christi,Texas
1963,Alix,Anthoin,6250 Orin Junction,Dayton,Ohio
1964,Cazzie,Duffill,8270 Tomscot Plaza,Houston,Texas
1965,Kent,MacNeil,5960 Duke Junction,Norfolk,Virginia
1966,Willy,Pithie,69 Thierer Road,Carson City,Nevada
1967,Aida,Boone,57851 Dahle Parkway,New Brunswick,New Jersey
1968,Jenica,Crummay,7 Shoshone Circle,San Antonio,Texas
1969,Elladine,Blaxall,1 Maryland Terrace,Atlanta,Georgia
1970,Odella,Leivers,50292 Calypso Pass,San Antonio,Texas
1971,Tonnie,Sonschein,4 Randy Center,Durham,North Carolina
1972,Johny,Rettie,073 Porter Pass,Memphis,Tennessee
1973,Fedora,Thaxton,8190 Fallview Road,Virginia Beach,Virginia
1974,Edgard,Etchell,238 Melrose Road,Jacksonville,Florida
1975,Paulina,Marskell,77 Golf Terrace,Kansas City,Missouri
1976,Alexandr,Knell,622 High Crossing Court,Sacramento,California
1977,Oren,Doran,448 Cambridge Street,Chicago,Illinois
1978,Pepito,Darrington,0 Westerfield Place,Baltimore,Maryland
1979,Tasia,Meecher,66 David Crossing,Washington,District of Columbia
1980,Almira,Bernardoux,6 2nd Plaza,Omaha,Nebraska
1981,Minny,Rockwill,1873 Derek Parkway,Sarasota,Florida
1982,Mallorie,Skippen,935 Toban Pass,New Orleans,Louisiana
1983,Mendy,Brookfield,16927 Sage Point,El Paso,Texas
1984,Meade,Dellit,7926 Shelley Circle,Houston,Texas
1985,Susan,Diggins,01 Raven Parkway,Charleston,West Virginia
1986,Sean,Claw,29138 Esch Place,Montgomery,Alabama
1987,Arvin,Bryett,816 Green Ridge Drive,El Paso,Texas
1988,Marcille,Kew,64486 Namekagon Street,Atlanta,Georgia
1989,Urbanus,Loyd,05 Parkside Street,Houston,Texas
1990,Gordan,Gabbatiss,86209 Chinook Hill,Hattiesburg,Mississippi
1991,Elmore,Petegre,6 Oakridge Court,Charleston,West Virginia
1992,Lisette,April,17 Sloan Drive,Shreveport,Louisiana
1993,Patrice,Pegg,8200 Scott Avenue,Tucson,Arizona
1994,Myrtie,Blant,88243 Northfield Alley,Waterloo,Iowa
1995,Karyl,Fenich,37 Bowman Pass,Anaheim,California
1996,Michel,Edowes,704 4th Avenue,Chicago,Illinois
1997,Gianni,Hull,449 Helena Pass,Saint Louis,Missouri
1998,Leland,Kibbel,6 Fair Oaks Court,Glendale,Arizona
1999,Lalo,Alibone,78 Summerview Circle,San Jose,California
2000,Kerr,Billborough,4 Lakeland Junction,Irvine,California
